Description	Valence_value	Arousal_value
inevitable	3.814	4.215508474576271
architecture	6.805	4.152627118644068
cates	3.96	3.9491525423728815
confess	4.365	5.657033898305086
fraction	4.773	3.6783898305084746
cube	4.7509999999999994	2.80771186440678
replacement	4.765000000000001	4.6242372881355935
flip	4.4239999999999995	4.856610169491526
perceive	6.0169999999999995	4.59635593220339
melt	5.2669999999999995	4.411016949152542
uncomplicated	6.625	3.1967796610169494
commercial	5.779	4.59635593220339
hohoho	6.416	4.279661016949152
unitary	5.248	2.6355932203389827
assemblyman	4.72	4.144745762711864
owl	5.753333333333334	3.4827683615819214
flabbergast	4.84	6.364406779661018
tux	5.579000000000001	4.176694915254238
sportswriter	6.395	4.849830508474577
sacrament	6.0649999999999995	3.3190677966101694
contradict	2.93	4.963983050847458
shimmering	7.281000000000001	5.2158474576271185
article	5.715999999999999	3.2415254237288136
revolt	3.9579999999999997	6.3236158192090395
erroneous	2.918	5.002203389830509
suntan	6.005	4.591101694915254
winning	8.64	6.64406779661017
foxhole	4.423	5.0889830508474585
boob	5.921	5.497457627118644
bowling	6.4639999999999995	4.15635593220339
seamless	4.672	1.7966101694915255
infer	4.691000000000001	4.29135593220339
lovinlife	6.712000000000001	4.508474576271187
subconscious	5.3740000000000006	3.8940677966101696
sunlight	7.822666666666667	4.866440677966103
tracer	5.317	3.6206779661016952
commissary	4.54	4.103728813559322
annals	4.6080000000000005	4.189830508474577
gateway	5.743	3.8033050847457632
limit	4.473000000000001	4.369576271186441
intro	5.115	3.947627118644068
league	5.7989999999999995	3.870762711864407
decline	2.787	4.185593220338983
correspondence	6.446999999999999	4.622457627118644
husbandry	6.144	4.618644067796611
sostressed	4.48	4.686440677966102
nostril	3.874	3.7319491525423727
seaside	7.883	4.713474576271187
Vice President	5.43	3.09
method	5.626666666666666	3.653559322033898
buffer	5.29	4.338559322033898
embarrassment	2.4320000000000004	5.932627118644069
untouched	5.244	3.234576271186441
selflove	7.832000000000001	5.9491525423728815
celebrated	8.0	6.4576271186440675
deserter	2.5653333333333332	5.699039548022598
commotion	4.51	5.1361864406779665
consignment	5.25	4.254491525423729
rancher	5.515000000000001	4.668474576271187
dance	7.711	6.6044067796610175
appraisal	4.713	5.17635593220339
pancake	7.563000000000001	3.4661016949152543
crime	2.136	6.563898305084746
febrile	4.432	5.508474576271187
instructed	6.92	3.898305084745762
combined	5.976	3.7457627118644066
nurture	7.05	3.966779661016949
permit	6.061999999999999	3.6638983050847456
salvage	5.568	4.7511016949152545
afterlife	5.549	4.8676271186440685
strolling	7.04	4.974576271186441
appreciate	7.705	3.643220338983051
verbosity	3.4	4.771186440677966
balsamic	5.656000000000001	3.008474576271187
morgue	1.6286666666666667	4.499322033898306
predictor	6.167999999999999	5.822033898305085
resin	4.056	3.4501694915254237
viscous	4.183999999999999	3.9661016949152543
vampire	3.826	6.315593220338982
environmental	5.782	4.65635593220339
economy	4.652	4.80406779661017
gravity	5.445	5.420762711864407
severable	4.248	4.432203389830509
flyboy	5.014	5.211610169491526
holly	5.875	3.5144067796610168
checker	4.29	3.9120338983050846
campfire	6.4830000000000005	4.546864406779662
libelous	2.0	6.838983050847458
penmanship	6.018000000000001	3.0284745762711864
cutter	4.2330000000000005	5.577542372881355
brash	4.13	5.529237288135594
grinding	4.32	4.423728813559323
mouthful	5.3759999999999994	4.599152542372881
rendering	5.248	4.288135593220339
stubborn	2.998	5.3446610169491535
permissible	5.886	4.692372881355932
secluded	4.533	3.1529661016949153
concussion	2.513	5.2850847457627115
ungrateful	2.716	4.613474576271186
bitterness	2.535	5.53728813559322
misnomer	3.3680000000000003	5.084745762711865
rule	5.018000000000001	3.9494067796610173
parliament	5.242	3.9982203389830513
revoke	2.979	5.754237288135593
disagree	2.452	5.255084745762712
mores	5.413	2.948305084745763
kill	1.613	7.697372881355932
coincidence	5.7379999999999995	4.1418644067796615
polo	5.433	3.8055084745762713
radiant	7.374666666666666	5.702146892655367
notched	4.84	5.101694915254238
mass	4.907	3.1232203389830513
cab	4.657	4.40635593220339
champ	7.120666666666668	6.013333333333333
panicked	1.8	8.652542372881356
elector	4.832	5.016949152542374
longevity	6.785	4.1758474576271185
playtime	6.855	5.380508474576271
manor	6.034	3.6620338983050846
hometown	7.332	3.476101694915254
stupid	2.404666666666667	4.664067796610169
memorable	7.526	4.881101694915254
fest	6.601000000000001	5.12728813559322
search	5.82	4.68771186440678
masseur	5.853	3.767966101694915
diplomatic	6.062	4.068220338983052
demolish	2.335	5.233050847457627
harp	5.672000000000001	3.24864406779661
brotherly	7.6850000000000005	3.8216949152542377
milkman	6.375	3.280254237288136
pillowcase	5.65	2.3735593220338984
steppe	4.416	3.3305084745762716
headstrong	4.16	6.330508474576272
radiology	4.781	4.389237288135593
shilling	5.264	3.6342372881355933
simmering	4.056	5.805084745762712
helpless	2.090666666666667	4.806497175141243
chandler	5.08	4.4406779661016955
teaser	5.08	5.338983050847458
crescent	6.242	3.583728813559322
intestate	4.672	4.567796610169492
medley	5.748	4.036610169491526
slogan	5.15	2.9453389830508474
surreal	6.025	5.101610169491526
ambient	6.165	3.4305084745762713
intermittent	4.173	4.499152542372881
creepy	2.26	6.723389830508475
bully	2.863	6.434237288135593
tendency	5.661	4.283728813559322
unresolved	2.565	4.478728813559322
victorious	7.481	7.1393220338983046
old	3.7349999999999994	3.7272881355932204
glacial	4.5120000000000005	3.38135593220339
clumsy	3.3800000000000003	4.489830508474577
cavalry	5.693	5.4755932203389825
jukebox	6.676	5.043220338983051
mail	6.36	4.002598870056497
mischievous	4.496	6.151864406779661
goodfeeling	8.512	4.5
coyote	4.361	5.075847457627119
horn	4.54	4.576101694915254
testify	4.859	6.139322033898305
demonstrator	5.16	5.677966101694915
adapt	6.38	3.7593220338983047
exhortation	5.248	5.898305084745763
cereal	6.173	2.702966101694915
ugliness	2.251	4.244661016949152
congratulatory	8.672	5.830508474576272
ensign	6.303999999999999	2.898305084745763
rend	4.432	4.194915254237288
tribal	4.753	4.296949152542373
remand	2.96	4.389830508474576
fringed	4.664	3.7457627118644066
impulsive	4.295	6.966101694915254
looker	5.856999999999999	4.245084745762712
daiquiri	6.02	4.979237288135593
heart disease	2.545	6.383050847457627
tuberculosis	2.726	4.744237288135594
tranquil	7.723000000000001	2.0083898305084746
sensitivity	6.25	4.722033898305085
apostolic	5.736000000000001	3.1525423728813555
spark	6.276999999999999	6.376864406779662
homologue	5.336	3.6271186440677967
telling	6.752000000000001	4.3474576271186445
merciful	7.416	3.881186440677966
dynamite	4.271	7.149152542372882
flexion	4.5920000000000005	5.279661016949153
freshair	6.504	3.805084745762712
kudos	7.675000000000001	4.927372881355932
compliance	6.09	3.68771186440678
premises	5.025	3.6016949152542375
ticker	4.631	4.220847457627119
reasons	5.664	4.508474576271187
protest	3.27	6.162033898305085
indemnify	4.5920000000000005	5.254237288135593
slashes	3.64	3.389830508474576
derive	4.444	3.1279661016949154
punished	2.416	6.838983050847458
cellular	5.912	3.8265254237288135
expanded	7.08	4.050847457627119
renowned	6.876	3.968220338983051
children	7.1080000000000005	5.129745762711864
cartilage	4.337	3.637881355932203
complex	4.157	5.18135593220339
obliged	3.616	6.372881355932204
leaded	4.516	4.713389830508475
seminary	5.696	3.765169491525424
effyou	3.832	5.093220338983051
bending	4.584	5.398305084745763
modesty	6.707000000000001	3.527033898305085
brag	3.9130000000000003	4.364406779661017
overrule	2.792	4.101694915254238
clause	4.87	3.6981355932203392
atrocity	2.435	6.381355932203391
provoking	3.7039999999999997	8.40677966101695
aggresive	1.472	8.838983050847459
misery	2.0993333333333335	4.601186440677966
encroachment	3.04	6.8474576271186445
stool	4.537999999999999	3.0932768361581924
misunderstanding	2.378	5.183728813559322
bearish	5.168	5.262711864406779
fist	3.307	5.636864406779661
inoculation	3.6639999999999997	5.440677966101695
eloquent	7.5600000000000005	5.491440677966102
public	5.533	4.141101694915254
bride	7.286666666666666	5.553389830508475
decor	6.4110000000000005	3.3128813559322032
density	5.4830000000000005	4.075847457627119
loudly	5.328	7.008474576271187
vaulting	5.08	3.3474576271186436
supplemental	5.711	3.836949152542373
interior	5.867	2.9003389830508475
FALSE	2.8333333333333335	4.231299435028249
unlock	5.603	3.7779661016949153
comparative	4.904999999999999	3.4168644067796614
inaction	3.5839999999999996	2.516949152542373
knowingly	5.0	4.5
campus	6.136	4.0341525423728815
managerial	5.166	3.913474576271187
assemblage	4.432	4.4406779661016955
sublimation	5.08	3.915254237288136
parsley	5.462	2.4104237288135595
resources	5.832	3.5593220338983054
calculus	3.94	3.195508474576271
bondsman	4.166	4.5310169491525425
alliance	6.353999999999999	4.5093220338983055
convince	6.057	4.783983050847458
boycott	3.048	5.728813559322034
liter	4.977	3.0114406779661014
mislead	2.768	6.096610169491526
programme	6.92	3.1355932203389827
misinterpretation	1.896	5.322033898305086
earthling	5.389	3.595847457627119
practicable	6.416	4.245762711864407
winding	4.183999999999999	5.542372881355933
lyric	6.573	3.229915254237288
demos	4.343999999999999	3.7457627118644066
dull	2.976	1.6485593220338983
hooded	3.448	6.923728813559323
winter	5.901999999999999	3.194322033898305
trump	5.15	5.003983050847458
willful	5.683	5.206694915254237
nerves	3.6639999999999997	7.245762711864407
bilingual	6.88	4.76271186440678
esoteric	5.0	6.338983050847458
confident	7.553333333333334	4.731977401129943
sultan	4.856	3.837457627118644
crusader	5.071	5.341610169491526
stalwart	7.496	4.254237288135593
junior	5.720000000000001	3.8334745762711866
inscription	5.938000000000001	4.518220338983051
carbon	5.166	3.855508474576271
sperm	4.819	5.726610169491526
spice	6.151	4.195254237288136
audition	6.1	5.3276271186440685
plexus	3.6639999999999997	4.0423728813559325
enclave	5.248	3.4322033898305087
backwoods	5.164	3.0731355932203392
enormously	7.08	6.491525423728815
jerks	2.7119999999999997	7.288135593220339
lacquer	5.015000000000001	3.4508474576271184
grudgingly	2.248	5.779661016949153
shady	3.647	4.606864406779661
opt	4.965	3.520847457627119
unkind	2.315	4.158135593220339
crunch	4.063	5.05957627118644
subsist	5.584	4.1525423728813555
proof	5.442	4.536864406779662
explosions	1.984	7.898305084745763
battleship	4.631	5.188050847457627
administration	5.225	3.631949152542373
slope	4.598	3.9560169491525423
decimeter	4.99	2.792372881355932
crisis	2.4846666666666666	6.404350282485876
chagrin	1.832	6.576271186440679
extremity	4.452	5.226610169491526
burn	3.0706666666666664	6.288587570621469
memorize	5.43	4.1661016949152545
similar	5.678000000000001	3.079406779661017
marathon	5.824	6.1216949152542375
bee	4.42	5.286864406779662
palsy	1.6640000000000001	4.389830508474576
bearded	5.091	4.498050847457627
newcomer	5.888	4.440254237288135
believed	5.0	5.372881355932204
contemplate	6.2	3.3554237288135598
great aunt	7.5089999999999995	3.9955084745762712
magnetic	6.0329999999999995	4.321610169491525
union	6.841	3.2877118644067798
rage	2.1886666666666668	7.6418644067796615
rapture	4.906000000000001	6.476610169491526
impudence	3.7809999999999997	4.398728813559322
spook	3.6580000000000004	6.633559322033898
bloat	3.1159999999999997	5.135762711864407
southeast	5.4399999999999995	3.3042372881355933
sun	7.495333333333332	4.56
hostile	2.528	6.624124293785311
jailbird	2.65	4.947627118644069
psychiatric	3.0	5.175254237288136
spatter	3.718	4.6745762711864405
visa	6.3100000000000005	4.025169491525424
shoreline	6.353	3.7693220338983053
defamation	2.3899999999999997	5.95406779661017
dosage	4.161	4.211864406779661
unification	6.302	3.931949152542373
worried	2.511	6.701610169491525
mystified	4.901	5.747457627118644
fathom	5.1850000000000005	4.397372881355932
limber	6.211333333333333	4.9227118644067795
vagina	5.849333333333334	6.454350282485876
voluntary	6.4639999999999995	4.229237288135593
relate	6.1370000000000005	4.243728813559322
technology	6.369	4.69135593220339
beat	3.806	5.806610169491526
discuss	5.029	4.943559322033899
remote	5.042	3.4661016949152543
sum	6.523	3.2957627118644073
feisty	5.748	7.069491525423729
scrappy	3.7039999999999997	4.28406779661017
practical	6.154999999999999	4.13135593220339
letters	6.303999999999999	3.38135593220339
consideration	6.056	3.640254237288136
schilling	4.593	3.442372881355932
corroborate	5.933999999999999	4.240847457627119
courtside	5.868	4.081864406779662
delay	3.041	3.9661016949152543
germ	2.81	4.138983050847457
undeserved	2.752	5.28813559322034
mysticism	5.8759999999999994	4.983983050847458
quit	4.236	4.698728813559322
gate	5.2	3.5508474576271185
spacing	5.589	3.70093220338983
sort	6.3839999999999995	3.906779661016949
moiety	4.023999999999999	3.516949152542373
lackey	3.7	4.466101694915254
effortless	6.554	2.401440677966102
passport	6.112	4.416525423728814
causality	5.0	3.813559322033898
proper	6.523999999999999	3.0521186440677965
thoroughbred	6.411	5.765677966101695
freely	8.0	4.474576271186441
provocation	3.285	6.643983050847458
stipulation	4.752	5.88135593220339
obedient	6.725	2.473559322033898
socialite	5.711	5.255593220338984
coldness	1.7440000000000002	4.593220338983051
put	5.125	3.9215254237288137
titled	6.416	2.6440677966101696
imagining	7.12	4.491525423728813
stopwatch	4.901	4.53771186440678
disgusting	1.759	6.752966101694915
pass	5.405	3.867966101694915
inoperable	2.4859999999999998	4.6182203389830505
watchtower	4.835	3.9135593220338984
powerfully	7.832000000000001	6.745762711864408
healthy	8.132	3.7517796610169496
hairbrush	5.291	3.3503389830508477
inability	2.6	4.296610169491526
monsieur	5.458	3.395762711864407
treat	6.594666666666666	5.356384180790961
infiltration	3.41	6.051016949152543
breathtaking	7.744	6.351016949152543
wide	5.074	3.1521186440677966
cherry	6.776999999999999	3.548220338983051
chin	5.309333333333334	3.4624293785310734
sculpture	6.75	3.5111864406779665
rotunda	5.37	3.796186440677966
voter	5.372999999999999	4.959745762711864
attach	5.21	3.7482203389830513
adhesion	5.168	4.38135593220339
varying	5.383	4.950847457627119
reputed	4.706	4.382372881355932
happyvalentinesday	8.432	7.254237288135594
lengthen	5.952	4.686440677966102
motorboat	6.308	4.533728813559322
interception	4.513	5.271779661016949
offshore	4.643000000000001	4.1059322033898304
illustrious	6.297	4.6805932203389835
writ	4.998	3.3272881355932205
confide	6.281000000000001	4.020084745762713
frightening	2.278	6.7760169491525435
kennel	4.539999999999999	4.173983050847458
batch	5.525	3.462796610169492
discredited	1.896	4.771186440677966
prejudice	2.295	5.577542372881355
gastronomy	7.496	5.008474576271187
cockeyed	4.311	4.479237288135593
whorehouse	2.99	7.005762711864407
ponytail	6.189	3.498050847457627
opportune	7.367999999999999	5.169491525423728
expose	3.9459999999999997	5.9746610169491525
palladium	4.76	3.8305084745762716
steamroller	4.168	5.415254237288137
nervy	3.0	7.6440677966101696
discretionary	5.345000000000001	3.3516949152542375
universality	7.367999999999999	4.084745762711864
anemia	2.777	3.735677966101695
legendary	7.3580000000000005	5.885508474576271
aft	4.84	4.1440677966101696
lock	3.864	4.283898305084746
bloodbath	1.765	6.84949152542373
townspeople	6.1129999999999995	3.7346610169491528
segregated	2.312	5.483050847457627
compact	4.807	3.9470338983050848
cassette	5.140000000000001	3.6053389830508475
refrigeration	6.88	3.9322033898305087
insensitive	3.151	4.4608474576271195
upkeep	5.43	4.397966101694916
corona	7.544	4.330508474576272
crest	4.782	3.4111016949152546
tv	6.013	4.035254237288136
specification	5.416	4.669491525423729
breve	5.28	3.703389830508475
remnant	3.9360000000000004	3.2542372881355934
rabies	1.9533333333333331	6.352033898305085
specific	5.864	3.224152542372881
pick	5.455	4.081186440677966
written	5.8	2.5677966101694913
unhappiness	1.7770000000000001	5.179576271186441
boysenberry	6.058999999999999	3.633135593220339
uncontrolled	2.504	8.161016949152541
pioneer	6.683999999999999	4.6387288135593225
undivided	5.4350000000000005	3.6752542372881356
tenure	5.26	4.130084745762712
tangent	5.584	3.7711864406779663
feeling	6.974	3.629152542372881
gentile	6.477	2.909406779661017
nemesis	2.8040000000000003	5.970338983050848
shyness	3.963	2.9279661016949152
immature	2.824	4.4024858757062155
bulletin	5.592	3.0258474576271186
possessed	3.616	8.101694915254237
notional	5.16	3.0508474576271194
essential	6.878	4.171186440677966
cape	5.248	2.601694915254237
instigate	3.224	7.093220338983052
rebut	2.232	5.008474576271187
dweeb	4.0009999999999994	4.124915254237288
surround	5.378	4.604915254237288
quantitatively	5.08	4.771186440677966
melodious	8.456	5.101694915254238
sett	5.48	4.110169491525424
alimony	4.568666666666666	4.014180790960452
digit	4.708	3.0419491525423727
conveyance	5.92	5.016949152542374
small	5.548	2.888728813559322
sparse	2.92	3.7203389830508478
pontificate	5.672	4.203389830508475
remembrance	6.533	3.5394067796610167
trivial	4.179	3.854915254237288
goodnews	8.687999999999999	6.88135593220339
executive	5.791	4.367627118644068
shuffle	4.696	3.9368644067796614
illegally	2.064	7.288135593220339
quake	2.59	7.246610169491526
ballgame	7.124	5.977542372881357
cuddled	8.248	5.2457627118644075
radish	4.85	3.4990677966101695
laryngitis	2.5700000000000003	4.203728813559322
backup	5.505	4.191101694915254
precision	6.398	4.086355932203389
foamy	6.303999999999999	3.203389830508475
endpoint	3.488	4.084745762711864
onslaught	2.584	8.567796610169491
produce	7.417	5.042966101694915
magpie	5.25	3.7857627118644066
comatose	2.072	3.7360169491525426
stand	5.535	3.227966101694915
fir	5.084	2.9703389830508478
accustomed	5.336	3.703389830508475
lettering	5.234	2.6277966101694914
infuser	4.901	4.239830508474576
expatriate	3.12	7.084745762711865
mammoth	5.34	4.345847457627119
miss	4.842	4.33135593220339
untraceable	4.209	4.971016949152543
profile	6.226000000000001	2.846610169491526
soup	6.433	3.463220338983051
elegance	7.627	4.103050847457627
monkey	5.602	4.7826271186440685
inborn	5.72	3.0508474576271194
elixir	6.172	4.767372881355932
uniformly	6.0	3.4322033898305087
screaming	2.96	8.245762711864407
tremble	2.798	6.68542372881356
commonplace	5.32	3.233050847457627
bedside	5.861	2.49271186440678
arsenic	3.124	4.6550847457627125
driveway	5.2330000000000005	3.6561016949152543
fatty	2.834	3.509745762711865
recite	5.977	3.6365254237288136
urchin	4.533	4.466101694915254
chasm	3.12	5.516949152542373
unscheduled	3.6180000000000003	4.722542372881356
legitimacy	6.567	4.129745762711865
rambling	4.082	4.486101694915254
truck	5.292666666666666	4.109604519774011
intention	5.414	4.293983050847458
reprint	5.08	4.415254237288136
evaluation	5.098000000000001	6.0763559322033895
epilepsy	2.0940000000000003	6.423728813559323
reckoning	4.622	5.550677966101695
deadbeat	2.8209999999999997	4.384576271186441
mincemeat	4.109	4.068305084745763
reported	4.343999999999999	4.3559322033898304
proton	5.462	3.7435593220338985
fridge	5.929	3.842372881355932
retainer	4.179	3.6632203389830513
greatness	8.34	5.698050847457627
disobedience	2.364	6.233050847457628
chestnut	6.196	2.909915254237288
smashed	2.144	6.203389830508475
minute	5.578	3.36728813559322
blob	4.45	3.683305084745763
blame	2.4299999999999997	5.421949152542373
soapbox	4.95	4.173559322033898
designed	6.96	3.8305084745762716
noticeable	6.99	4.811440677966102
pepperoni	6.814	4.215084745762712
emeritus	6.064	4.016949152542373
refuel	5.618	4.6106779661016954
equator	5.41	3.6347457627118644
crystal	6.3469999999999995	3.4991525423728813
attendant	5.635	3.4216949152542373
sniper	2.918	6.921525423728815
elastic	5.978999999999999	4.675000000000001
scientific	6.087	4.576101694915254
drunkard	3.0999999999999996	6.229237288135593
thorough	5.4430000000000005	3.438135593220339
domiciled	5.336	3.491525423728814
button	5.32	3.2872881355932204
belittle	2.338	4.097033898305085
undetectable	4.752	4.738983050847458
patella	4.4399999999999995	2.813559322033899
unabated	5.256	4.169491525423729
acquaint	6.167999999999999	4.771186440677966
appreciates	7.12	4.8474576271186445
footing	6.105	3.2461864406779664
crank	4.217	3.8053389830508477
powder	5.214	2.749406779661017
augmentation	6.712000000000001	5.805084745762712
lifted	6.712000000000001	4.3474576271186445
matrimony	7.4	5.889237288135593
carriage	6.15	3.844745762711864
rainmaker	5.342	4.676864406779661
guardian	6.374	4.666864406779661
pauper	3.515	3.4404237288135597
excavator	4.416	6.313559322033898
hockey	5.42	5.665593220338983
adventurous	8.061	7.445169491525424
principal	5.75	3.9508474576271184
decency	6.275	2.9808474576271182
array	5.534000000000001	3.838050847457627
gridiron	6.336	4.771186440677966
easement	4.832	3.5338983050847457
fascinated	7.496	6.661016949152543
cart	5.265000000000001	3.3527118644067793
canning	4.92	3.9322033898305087
sunrise	7.597999999999999	4.430282485875707
afterthought	4.168	3.9322033898305087
lame	2.68	3.412372881355932
highlands	6.88	4.262711864406779
bid	6.12	4.550847457627119
ignite	4.682	6.561355932203391
semiotics	4.5920000000000005	4.1440677966101696
frazzled	3.752	4.127118644067797
allegory	5.92	5.52542372881356
escalating	5.4639999999999995	5.622881355932204
neophyte	3.2880000000000003	3.686440677966102
rhino	5.7490000000000006	4.68135593220339
muster	5.375	4.079237288135594
dam	3.79	4.483305084745762
counterpart	4.981999999999999	4.58135593220339
nutcracker	5.765000000000001	4.326779661016949
detect	5.1690000000000005	4.793474576271187
measles	2.3486666666666665	5.183841807909604
Gatorade	6.0	3.84
lid	5.029999999999999	2.5609322033898305
sew	5.375	3.920762711864407
pitcher	5.390000000000001	5.201779661016949
garter	5.6193333333333335	4.62361581920904
praiseworthy	8.0	4.38135593220339
riotous	2.3040000000000003	7.703389830508476
grey	3.7760000000000002	1.7966101694915255
live	7.994999999999999	5.5117796610169485
plural	5.145	3.835593220338983
visible	6.38	3.8292372881355936
sermon	4.598000000000001	4.003389830508475
vein	4.4430000000000005	3.7355932203389832
gauge	4.837	4.7923728813559325
mother	8.122666666666667	4.9759322033898306
rhetoric	4.468	4.0728813559322035
cuss	3.916	5.709745762711864
supple	6.628	4.5873728813559325
crumbling	2.336	6.508474576271187
field hockey	5.338	5.385593220338983
inflorescence	4.672	3.525423728813559
offside	3.5839999999999996	5.008474576271187
villa	6.5120000000000005	2.983898305084746
mnemonic	5.1739999999999995	4.063983050847458
lymphoma	2.632	5.333135593220339
inordinate	2.3040000000000003	5.9491525423728815
setback	2.902	4.191101694915254
paperback	6.282	3.864915254237288
discontinuity	3.424	4.330508474576272
observe	6.234	4.0826271186440675
tormented	1.568	7.855932203389831
lawyer	4.554	4.691101694915254
trawler	3.528	4.254237288135593
bedtime	6.477	3.515593220338983
chemotherapy	2.277	5.7495762711864415
snowday	5.816	4.8474576271186445
grad	7.129	4.644745762711864
hacksaw	4.054	5.3131355932203395
retain	5.093	3.596101694915254
dreaded	2.043	5.846610169491525
filigree	5.6080000000000005	4.067796610169491
graduation	7.254999999999999	6.0590677966101705
quick	6.450666666666667	6.2461581920903955
susceptibility	4.664	5.923728813559323
cakewalk	7.041	4.486101694915254
hiking	7.56	7.754237288135593
scurry	3.5669999999999997	5.341610169491526
hindsight	4.427	4.27135593220339
discoloration	3.306	3.910593220338983
speed	6.731	7.302542372881357
importance	6.695	4.83771186440678
eld	4.768000000000001	3.084745762711864
hardworking	6.666	4.680423728813559
shall	5.470000000000001	3.696440677966102
transportation	6.218	3.8679661016949156
shark	3.5833333333333335	6.733728813559321
poaching	3.416	7.593220338983052
leftover	4.755	4.389237288135593
durable	6.92	3.101694915254237
scarier	2.248	7.779661016949153
unknown	4.353	4.566864406779661
tablet	5.853	3.528389830508474
ruins	3.0	4.76271186440678
malfunction	2.34	5.0600000000000005
mastermind	6.243	5.743389830508475
cherish	7.459	4.455593220338983
fallopian	3.9829999999999997	3.762627118644068
ivory	5.6	2.4658474576271185
scrambling	4.368	7.474576271186442
sideboard	5.72	2.805084745762712
performer	5.539	4.775847457627119
swimsuit	6.484999999999999	4.785593220338983
strongly	6.04	7.533898305084747
frisky	6.585	6.008050847457627
forgetful	3.255	3.9834745762711865
saddle	5.015000000000001	4.011864406779662
notion	5.878	3.6334745762711864
sheepish	3.608	4.3474576271186445
edict	3.528	5.2457627118644075
synod	4.752	3.805084745762712
glaze	5.915	3.525762711864407
mist	5.234999999999999	2.652118644067796
permissive	6.064	3.906779661016949
cranny	3.6159999999999997	4.030847457627119
warrants	5.496	4.262711864406779
softness	7.375	3.1994915254237286
fullback	4.8100000000000005	4.917033898305085
generosity	8.107	4.327203389830508
asphyxia	2.387	6.358135593220339
resort	6.672	4.253728813559322
scaly	3.248	4.686440677966102
embarrass	2.518	5.8663559322033905
morrow	6.664	3.2711864406779663
fulcrum	4.279999999999999	3.3220338983050848
toll	3.449	4.068220338983052
tissue	5.382	2.8550847457627118
coo	5.41	4.250254237288136
hippie	5.004	3.955
substructure	4.5280000000000005	3.6440677966101696
bis	4.52	4.169491525423729
angel	7.8293333333333335	3.6730508474576276
bookworm	6.087	2.9680508474576275
infertility	2.68	5.518644067796611
stoopid	3.24	4.262711864406779
safekeeping	6.352	3.9411016949152544
straightway	6.336	4.372881355932203
intolerant	2.755	5.194491525423729
oyster	4.904999999999999	3.177881355932203
punctually	7.08	3.8305084745762716
spirited	7.7010000000000005	5.397372881355933
rotten	2.174	5.0133898305084745
leeway	5.378	4.69
beset	4.08	6.686440677966103
outdoors	7.209333333333333	4.744293785310734
worstfeeling	1.736	5.90677966101695
homophobic	2.37	5.993728813559322
spiteful	2.237	5.668559322033898
serenade	7.215	4.380338983050847
picture	6.721	3.255169491525424
vaudeville	4.92	4.601694915254238
sequence	5.592	3.2381355932203393
declare	5.918	5.144915254237288
podium	5.5329999999999995	3.6116949152542377
hypnosis	5.0280000000000005	4.0923728813559315
omega	5.366	4.058050847457627
wonderment	8.432	6.364406779661018
sledge	5.359	4.048728813559322
lavage	5.92	4.567796610169492
needtorelax	6.3839999999999995	4.322033898305085
parenthetical	4.92	3.38135593220339
confuse	3.15	4.73771186440678
fortnight	6.33	4.584322033898305
medication	4.785	4.445254237288136
rent	4.0809999999999995	4.247881355932203
obscured	1.92	3.6271186440677967
memorabilia	6.895	3.935847457627119
knell	3.832	4.8474576271186445
listenting	6.12	3.805084745762712
trachea	4.657	4.566864406779661
twister	3.9450000000000003	6.186440677966102
vibrator	5.281000000000001	6.661440677966102
achievement	7.779333333333334	6.185875706214689
disbursement	2.92	4.364406779661016
regal	6.022	3.875
garden	7.04	3.553107344632769
headland	5.592	5.279661016949153
supplies	6.584	3.915254237288136
homework	3.7439999999999998	4.420847457627119
motivational	7.504	6.227372881355932
shrill	3.4130000000000003	6.3351694915254235
gargoyle	3.619	4.766271186440678
transference	5.0680000000000005	3.2708474576271183
lunatic	2.7350000000000003	6.481016949152543
insoluble	4.5120000000000005	3.0677966101694913
angora	5.431	3.5809322033898305
overstate	3.248	7.211864406779662
row	4.948	3.165338983050848
daring	5.832	6.934406779661018
beaches	7.92	4.8474576271186445
shakedown	3.669	6.012288135593221
procurement	7.247999999999999	5.347457627118644
humanities	6.832000000000001	3.3644067796610173
unsteady	1.976	4.8474576271186445
friggen	4.12	5.271186440677967
emaciated	1.824	5.194915254237289
easily	8.08	2.9745762711864403
century	4.808	3.3704237288135594
consuming	5.584	5.194915254237289
kickboxing	4.873	6.267372881355932
border	4.464	4.073728813559322
availability	6.523999999999999	4.800169491525424
outweigh	4.539	4.822457627118644
nostalgic	5.672	3.9773728813559326
hike	6.3	4.337966101694915
unmanageable	2.416	6.254237288135593
athletics	6.799333333333333	5.832033898305085
calibrate	5.416	4.508474576271187
critter	5.368	4.613983050847458
blackbird	5.390000000000001	3.495762711864407
buffoon	3.851	5.9135593220338984
inversion	5.816	5.9491525423728815
acid	3.19	5.4104237288135595
mullet	4.514	3.718559322033898
embargo	3.941	4.989915254237288
desecrate	3.045	5.780338983050847
freakish	2.895	6.742203389830509
extol	5.656000000000001	6.26271186440678
woods	5.752	2.889830508474576
shire	5.306	3.0440677966101695
responsive	6.814	5.1661016949152545
stock	5.6259999999999994	3.8262711864406778
disbelief	3.357	4.828135593220339
employer	5.802	4.53
fearless	6.645	5.745338983050847
heaving	2.608	7.754237288135593
assistance	6.034	4.414237288135594
quiche	5.234999999999999	3.8122881355932208
traps	2.88	6.313559322033898
debut	6.629	4.577881355932204
parachute	5.348000000000001	6.109830508474577
